date,city,emd,readPop,workPop,visitPop
20170900,서귀포시,성산읍,14050,1228,12178
20171000,서귀포시,성산읍,13897,1077,13232
20171100,서귀포시,성산읍,14145,1088,9968
20171200,서귀포시,성산읍,14318,1150,10063
20180100,서귀포시,성산읍,14911,1028,11536
20180200,서귀포시,성산읍,15125,950,10280
20180300,서귀포시,성산읍,14442,963,10417
20180400,서귀포시,성산읍,14763,1086,12560
20180500,서귀포시,성산읍,14697,1145,12549
20180600,서귀포시,성산읍,14718,1207,11478
20180700,서귀포시,성산읍,14932,1232,12486
20180800,서귀포시,성산읍,15727,1146,13511
20180900,서귀포시,성산읍,15299,1118,11855
20181000,서귀포시,성산읍,15178,1262,11604
20181100,서귀포시,성산읍,15051,1250,9773
20181200,서귀포시,성산읍,15299,1305,9904
20190100,서귀포시,성산읍,15430,1289,11745
20190200,서귀포시,성산읍,15311,1086,12369
20190300,서귀포시,성산읍,15033,1255,11021
20190400,서귀포시,성산읍,15377,1289,11943
20190500,서귀포시,성산읍,15240,1278,12586
20190600,서귀포시,성산읍,15248,1281,11437
20190700,서귀포시,성산읍,15341,1315,12595
20190800,서귀포시,성산읍,15711,1336,14393
20190900,서귀포시,성산읍,15558,1241,10935
20191000,서귀포시,성산읍,15417,1321,12404
20191100,서귀포시,성산읍,15456,1313,10702
20191200,서귀포시,성산읍,15466,1412,11116
20170100,서귀포시,안덕면,12073,2234,11197
20170200,서귀포시,안덕면,13176,2047,10504
20170300,서귀포시,안덕면,12636,2179,10513
20170400,서귀포시,안덕면,13019,2259,12552
20170500,서귀포시,안덕면,13080,2443,13218
20170600,서귀포시,안덕면,12360,2230,11548
20170700,서귀포시,안덕면,11269,2252,12044
20170800,서귀포시,안덕면,11497,2286,15117
20170900,서귀포시,안덕면,13818,3168,12185
20171000,서귀포시,안덕면,13267,2600,14308
20171100,서귀포시,안덕면,14853,2728,11767
20171200,서귀포시,안덕면,14864,2261,11043
20180100,서귀포시,안덕면,15775,2735,12313
20180200,서귀포시,안덕면,16633,2484,11091
20180300,서귀포시,안덕면,16251,2373,11443
20180400,서귀포시,안덕면,17222,2881,12766
20180500,서귀포시,안덕면,17421,2829,12775
20180600,서귀포시,안덕면,15628,2580,11686
20180700,서귀포시,안덕면,13431,2213,11889
20180800,서귀포시,안덕면,14267,2389,15952
20180900,서귀포시,안덕면,16341,2947,11318
20181000,서귀포시,안덕면,17286,2670,11639
20181100,서귀포시,안덕면,17737,2765,10610
20181200,서귀포시,안덕면,16554,2312,10536
20190100,서귀포시,안덕면,16731,2987,12460
20190200,서귀포시,안덕면,17445,2418,12209
20190300,서귀포시,안덕면,17865,2627,11345
20190400,서귀포시,안덕면,17723,2419,12380
20190500,서귀포시,안덕면,18342,2913,13265
20190600,서귀포시,안덕면,16646,2363,12334
20190700,서귀포시,안덕면,14648,2022,13374
20190800,서귀포시,안덕면,15403,2154,17903
20190900,서귀포시,안덕면,17659,2451,11898
20191000,서귀포시,안덕면,18095,2549,13197
20191100,서귀포시,안덕면,19171,2841,12536
20191200,서귀포시,안덕면,18056,2438,12165
20170100,서귀포시,표선면,10551,1016,7985
20170200,서귀포시,표선면,10377,953,7377
20170300,서귀포시,표선면,10121,1056,7684
20170400,서귀포시,표선면,10222,1340,9694
20170500,서귀포시,표선면,10086,1305,9115
20170600,서귀포시,표선면,10038,1313,8420
20170700,서귀포시,표선면,10027,1229,8830
20170800,서귀포시,표선면,10293,1144,9179
20170900,서귀포시,표선면,10114,1106,7946
20171000,서귀포시,표선면,9952,1116,9505
20171100,서귀포시,표선면,10191,1197,7901
20171200,서귀포시,표선면,10279,1174,7186
20180100,서귀포시,표선면,10623,967,7495
20180200,서귀포시,표선면,10551,889,6833
20180300,서귀포시,표선면,10399,892,7541
20180400,서귀포시,표선면,10706,1352,9345
20180500,서귀포시,표선면,10662,1400,8910
20180600,서귀포시,표선면,10777,1328,8374
20180700,서귀포시,표선면,10732,1293,8634
20180800,서귀포시,표선면,10890,1246,9158
20180900,서귀포시,표선면,10478,1137,8234
20181000,서귀포시,표선면,10640,1164,8197
20181100,서귀포시,표선면,10693,1190,7482
20181200,서귀포시,표선면,10864,1180,6931
20190100,서귀포시,표선면,10804,1098,7362
20190200,서귀포시,표선면,10725,975,7550
20190300,서귀포시,표선면,10550,1001,7692
20190400,서귀포시,표선면,10850,1294,9134
20190500,서귀포시,표선면,11060,1381,8524
20190600,서귀포시,표선면,11136,1314,8179
20190700,서귀포시,표선면,11313,1254,8523
20190800,서귀포시,표선면,11583,1182,9107
20190900,서귀포시,표선면,11483,1099,7287
20191000,서귀포시,표선면,11344,1230,8278
20191100,서귀포시,표선면,11680,1287,7879
20191200,서귀포시,표선면,11989,1259,7365
20170100,서귀포시,송산동,2087,146,2138
20170200,서귀포시,송산동,2101,164,2059
20170300,서귀포시,송산동,2113,121,1775
20170400,서귀포시,송산동,2044,123,2100
20170500,서귀포시,송산동,2034,129,2209
20170600,서귀포시,송산동,2051,111,1979
20170700,서귀포시,송산동,2036,129,2148
20170800,서귀포시,송산동,2128,114,2555
20170900,서귀포시,송산동,2172,124,2930
20171000,서귀포시,송산동,2384,152,2576
20171100,서귀포시,송산동,2168,109,1978
20171200,서귀포시,송산동,2138,123,1983
20180100,서귀포시,송산동,2239,122,2479
20180200,서귀포시,송산동,2299,138,2173
20180300,서귀포시,송산동,2055,142,1852
20180400,서귀포시,송산동,2148,135,2171
20180500,서귀포시,송산동,2201,141,2181
20180600,서귀포시,송산동,2180,155,2133
20180700,서귀포시,송산동,2211,168,2187
20180800,서귀포시,송산동,2269,189,2507
20180900,서귀포시,송산동,2243,143,2103
20181000,서귀포시,송산동,2116,161,2040
20181100,서귀포시,송산동,2095,155,1905
20181200,서귀포시,송산동,2114,152,2181
20190100,서귀포시,송산동,2225,193,2338
20190200,서귀포시,송산동,2309,163,2082
20190300,서귀포시,송산동,2201,157,1889
20190400,서귀포시,송산동,2125,176,1776
20190500,서귀포시,송산동,2050,150,2008
20190600,서귀포시,송산동,2049,150,2064
20190700,서귀포시,송산동,2073,156,2071
20190800,서귀포시,송산동,2090,192,2199
20190900,서귀포시,송산동,2037,156,1753
20191000,서귀포시,송산동,1899,154,1888
20191100,서귀포시,송산동,1918,164,1873
20191200,서귀포시,송산동,1922,113,1896
20170100,서귀포시,서귀동,2066,485,5044
20170200,서귀포시,서귀동,2066,465,4702
20170300,서귀포시,서귀동,1886,453,4313
20170400,서귀포시,서귀동,1801,481,4488
20170500,서귀포시,서귀동,1806,428,4684
20170600,서귀포시,서귀동,1787,469,4443
20170700,서귀포시,서귀동,1769,440,4641
20170800,서귀포시,서귀동,1559,439,4611
20170900,서귀포시,서귀동,1644,498,4488
20171000,서귀포시,서귀동,1746,450,4461
20171100,서귀포시,서귀동,1814,465,4142
20171200,서귀포시,서귀동,1878,460,4205
20180100,서귀포시,서귀동,1947,449,4959
20180200,서귀포시,서귀동,2026,411,4304
20180300,서귀포시,서귀동,1848,403,4088
20180400,서귀포시,서귀동,1841,467,4305
20180500,서귀포시,서귀동,1883,471,4475
20180600,서귀포시,서귀동,1881,466,4217
20180700,서귀포시,서귀동,1894,469,4398
20180800,서귀포시,서귀동,1858,481,4559
20180900,서귀포시,서귀동,1807,462,4231
20181000,서귀포시,서귀동,1788,487,4581
20181100,서귀포시,서귀동,1880,485,4137
20181200,서귀포시,서귀동,1856,486,4481
20190100,서귀포시,서귀동,2036,471,5036
20190200,서귀포시,서귀동,2075,436,4533
20190300,서귀포시,서귀동,1958,445,4275
20190400,서귀포시,서귀동,1955,530,4171
20190500,서귀포시,서귀동,1905,483,4348
20190600,서귀포시,서귀동,1844,469,3977
20190700,서귀포시,서귀동,1855,443,4347
20190800,서귀포시,서귀동,1841,450,4464
20190900,서귀포시,서귀동,1860,448,3993
20191000,서귀포시,서귀동,1847,435,4357
20191100,서귀포시,서귀동,1849,452,4182
20191200,서귀포시,서귀동,1901,430,4229
20170100,서귀포시,효돈동,4546,287,2500
20170200,서귀포시,효돈동,4466,276,1998
20170300,서귀포시,효돈동,4297,259,1830
20170400,서귀포시,효돈동,4272,280,1905
20170500,서귀포시,효돈동,4274,265,2129
20170600,서귀포시,효돈동,4359,249,2085
20170700,서귀포시,효돈동,4450,303,2236
20170800,서귀포시,효돈동,4492,259,2095
20170900,서귀포시,효돈동,4383,234,1872
20171000,서귀포시,효돈동,4442,218,2325
20171100,서귀포시,효돈동,4466,258,2155
20171200,서귀포시,효돈동,4723,293,2121
20180100,서귀포시,효돈동,4803,323,2157
20180200,서귀포시,효돈동,4850,281,2085
20180300,서귀포시,효돈동,4308,253,1843
20180400,서귀포시,효돈동,4323,261,1879
20180500,서귀포시,효돈동,4369,259,1949
20180600,서귀포시,효돈동,4374,241,1882
20180700,서귀포시,효돈동,4389,265,2052
20180800,서귀포시,효돈동,4495,231,2013
20180900,서귀포시,효돈동,4392,211,2016
20181000,서귀포시,효돈동,4306,205,1924
20181100,서귀포시,효돈동,4333,286,2002
20181200,서귀포시,효돈동,4598,298,2101
20190100,서귀포시,효돈동,4595,325,2187
20190200,서귀포시,효돈동,4475,281,2178
20190300,서귀포시,효돈동,4116,273,1835
20190400,서귀포시,효돈동,4099,283,1809
20190500,서귀포시,효돈동,4086,299,1923
20190600,서귀포시,효돈동,4279,287,1892
20190700,서귀포시,효돈동,4366,263,2066
20190800,서귀포시,효돈동,4428,216,2175
20190900,서귀포시,효돈동,4411,259,2007
20191000,서귀포시,효돈동,4333,289,2051
20191100,서귀포시,효돈동,4423,348,2152
20191200,서귀포시,효돈동,4709,371,2432
20170100,서귀포시,영천동,4017,814,5236
20170200,서귀포시,영천동,4041,727,5038
20170300,서귀포시,영천동,4013,797,5699
20170400,서귀포시,영천동,4142,1422,5317
20170500,서귀포시,영천동,4074,1219,5858
20170600,서귀포시,영천동,3979,1359,5061
20170700,서귀포시,영천동,3909,1236,5025
20170800,서귀포시,영천동,4166,1155,5800
20170900,서귀포시,영천동,4104,1397,5784
20171000,서귀포시,영천동,4199,1188,5701
20171100,서귀포시,영천동,4196,1247,5343
20171200,서귀포시,영천동,4395,1138,4997
20180100,서귀포시,영천동,4593,872,5033
20180200,서귀포시,영천동,4590,714,4817
20180300,서귀포시,영천동,4199,676,5413
20180400,서귀포시,영천동,4384,1371,4905
20180500,서귀포시,영천동,4465,1255,4923
20180600,서귀포시,영천동,4561,1238,4813
20180700,서귀포시,영천동,4204,1023,4392
20180800,서귀포시,영천동,4145,921,4643
20180900,서귀포시,영천동,4033,948,4234
20181000,서귀포시,영천동,4131,1011,4340
20181100,서귀포시,영천동,4197,1033,4047
20181200,서귀포시,영천동,4356,972,4841
20190100,서귀포시,영천동,4611,884,5180
20190200,서귀포시,영천동,4556,707,4730
20190300,서귀포시,영천동,4289,659,5448
20190400,서귀포시,영천동,4423,1349,5303
20190500,서귀포시,영천동,4452,1288,5101
20190600,서귀포시,영천동,4488,1305,4529
20190700,서귀포시,영천동,4549,1136,4676
20190800,서귀포시,영천동,4608,1098,5170
20190900,서귀포시,영천동,4508,1045,4493
20191000,서귀포시,영천동,4423,1144,4979
20191100,서귀포시,영천동,4529,1201,4781
20191200,서귀포시,영천동,4478,1143,4845
20170100,서귀포시,동홍동,20350,1694,9318
20170200,서귀포시,동홍동,20630,1529,8790
20170300,서귀포시,동홍동,19069,1471,8711
20170400,서귀포시,동홍동,18762,2184,8654
20170500,서귀포시,동홍동,18679,2022,8909
20170600,서귀포시,동홍동,18790,2150,8646
20170700,서귀포시,동홍동,18771,2145,9762
20170800,서귀포시,동홍동,19049,1867,9589
20170900,서귀포시,동홍동,17482,1884,8252
20171000,서귀포시,동홍동,17181,1923,9742
20171100,서귀포시,동홍동,18865,1959,8780
20171200,서귀포시,동홍동,19643,2139,9262
20180100,서귀포시,동홍동,20770,1852,9431
20180200,서귀포시,동홍동,20831,1464,9268
20180300,서귀포시,동홍동,19504,1554,9035
20180400,서귀포시,동홍동,19475,2250,8376
20180500,서귀포시,동홍동,19413,2172,8582
20180600,서귀포시,동홍동,19781,2245,8433
20180700,서귀포시,동홍동,20186,2331,10415
20180800,서귀포시,동홍동,21590,2079,9836
20180900,서귀포시,동홍동,21341,1938,9177
20181000,서귀포시,동홍동,21195,2180,8647
20181100,서귀포시,동홍동,21182,2218,9021
20181200,서귀포시,동홍동,21645,2069,9135
20190100,서귀포시,동홍동,21817,1799,10078
20190200,서귀포시,동홍동,21711,1646,9909
20190300,서귀포시,동홍동,20849,1512,9787
20190400,서귀포시,동홍동,20842,2311,9041
20190500,서귀포시,동홍동,20694,2416,9151
20190600,서귀포시,동홍동,20966,2399,8695
20190700,서귀포시,동홍동,21411,2162,9587
20190800,서귀포시,동홍동,21705,2051,9506
20190900,서귀포시,동홍동,21561,1957,8858
20191000,서귀포시,동홍동,21447,2161,9069
20191100,서귀포시,동홍동,22125,2343,8917
20191200,서귀포시,동홍동,22385,2227,9302
20170100,서귀포시,서홍동,5501,406,3975
20170200,서귀포시,서홍동,5510,365,4108
20170300,서귀포시,서홍동,5263,393,4924
20170400,서귀포시,서홍동,6062,533,4149
20170500,서귀포시,서홍동,6234,503,4091
20170600,서귀포시,서홍동,6274,525,4157
20170700,서귀포시,서홍동,6405,552,4605
20170800,서귀포시,서홍동,6774,531,5042
20170900,서귀포시,서홍동,6584,541,4595
20171000,서귀포시,서홍동,6576,526,4705
20171100,서귀포시,서홍동,6426,533,4404
20171200,서귀포시,서홍동,6231,534,3809
20180100,서귀포시,서홍동,6434,416,4343
20180200,서귀포시,서홍동,6505,350,4225
20180300,서귀포시,서홍동,5816,372,4184
20180400,서귀포시,서홍동,5710,497,3889
20180500,서귀포시,서홍동,5847,505,3953
20180600,서귀포시,서홍동,5954,484,3754
20180700,서귀포시,서홍동,5909,495,3927
20180800,서귀포시,서홍동,5968,425,3980
20180900,서귀포시,서홍동,5883,419,4221
20181000,서귀포시,서홍동,6001,487,3785
20181100,서귀포시,서홍동,6069,537,3816
20181200,서귀포시,서홍동,6128,519,3996
20190100,서귀포시,서홍동,6262,418,4659
20190200,서귀포시,서홍동,6224,406,4468
20190300,서귀포시,서홍동,6027,388,4331
20190400,서귀포시,서홍동,5922,495,4200
20190500,서귀포시,서홍동,5910,539,4217
20190600,서귀포시,서홍동,6237,537,4211
20190700,서귀포시,서홍동,6369,503,4334
20190800,서귀포시,서홍동,6618,420,4388
20190900,서귀포시,서홍동,6433,394,4289
20191000,서귀포시,서홍동,6377,517,4437
20191100,서귀포시,서홍동,6550,512,4483
20191200,서귀포시,서홍동,6678,605,4697
20170100,서귀포시,대륜동,11181,1261,8837
20170200,서귀포시,대륜동,11264,1198,9054
20170300,서귀포시,대륜동,10853,1408,9444
20170400,서귀포시,대륜동,11451,1737,10107
20170500,서귀포시,대륜동,11786,1734,10011
20170600,서귀포시,대륜동,11652,1904,9870
20170700,서귀포시,대륜동,12229,1682,11037
20170800,서귀포시,대륜동,12724,1572,11220
20170900,서귀포시,대륜동,12314,1779,10828
20171000,서귀포시,대륜동,12913,1634,10997
20171100,서귀포시,대륜동,13286,1678,10274
20171200,서귀포시,대륜동,13890,1704,9987
20180100,서귀포시,대륜동,14828,1453,11828
20180200,서귀포시,대륜동,15176,1434,10855
20180300,서귀포시,대륜동,15308,1433,10250
20180400,서귀포시,대륜동,15796,1645,10605
20180500,서귀포시,대륜동,15613,1809,10987
20180600,서귀포시,대륜동,15644,1616,9823
20180700,서귀포시,대륜동,15633,1608,11325
20180800,서귀포시,대륜동,15916,1614,12030
20180900,서귀포시,대륜동,15350,1527,10243
20181000,서귀포시,대륜동,15783,1635,11030
20181100,서귀포시,대륜동,15781,1658,10240
20181200,서귀포시,대륜동,16622,1532,9686
20190100,서귀포시,대륜동,16479,1364,11542
20190200,서귀포시,대륜동,16529,1294,10926
20190300,서귀포시,대륜동,16072,1374,10723
20190400,서귀포시,대륜동,16424,1839,10619
20190500,서귀포시,대륜동,16236,1971,11199
20190600,서귀포시,대륜동,16009,1898,9948
20190700,서귀포시,대륜동,15858,1983,11246
20190800,서귀포시,대륜동,16378,1898,11887
20190900,서귀포시,대륜동,15913,1865,9455
20191000,서귀포시,대륜동,15905,1961,11038
20191100,서귀포시,대륜동,16194,1834,10179
20191200,서귀포시,대륜동,16310,1820,10185
20170100,서귀포시,대천동,7702,798,7790
20170200,서귀포시,대천동,8184,827,7374
20170300,서귀포시,대천동,8099,685,6794
20170400,서귀포시,대천동,8185,817,8047
20170500,서귀포시,대천동,8569,812,7994
20170600,서귀포시,대천동,8654,781,7342
20170700,서귀포시,대천동,8428,776,8200
20170800,서귀포시,대천동,8610,745,8463
20170900,서귀포시,대천동,7851,702,7422
20171000,서귀포시,대천동,7521,703,8198
20171100,서귀포시,대천동,7773,784,7382
20171200,서귀포시,대천동,7970,792,6902
20180100,서귀포시,대천동,7990,655,7571
20180200,서귀포시,대천동,7526,534,6409
20180300,서귀포시,대천동,6760,525,6645
20180400,서귀포시,대천동,6824,779,7043
20180500,서귀포시,대천동,6991,708,7319
20180600,서귀포시,대천동,7216,690,6982
20180700,서귀포시,대천동,7357,716,7251
20180800,서귀포시,대천동,7355,691,7899
20180900,서귀포시,대천동,7184,590,7151
20181000,서귀포시,대천동,7198,725,7683
20181100,서귀포시,대천동,7097,781,6952
20181200,서귀포시,대천동,7394,805,6523
20190100,서귀포시,대천동,7476,756,7231
20190200,서귀포시,대천동,7284,621,7060
20190300,서귀포시,대천동,7029,643,6857
20190400,서귀포시,대천동,7207,769,7319
20190500,서귀포시,대천동,7334,856,7534
20190600,서귀포시,대천동,7781,773,7219
20190700,서귀포시,대천동,7984,832,7711
20190800,서귀포시,대천동,8091,754,7665
20190900,서귀포시,대천동,7790,717,6935
20191000,서귀포시,대천동,7701,904,7336
20191100,서귀포시,대천동,8101,876,7126
20191200,서귀포시,대천동,8298,881,7235
20170100,서귀포시,중문동,8278,835,7142
20170200,서귀포시,중문동,8496,762,6752
20170300,서귀포시,중문동,8269,787,6695
20170400,서귀포시,중문동,8232,1058,7199
20170500,서귀포시,중문동,8307,987,7783
20170600,서귀포시,중문동,8292,985,7376
20170700,서귀포시,중문동,8488,940,7536
20170800,서귀포시,중문동,8760,799,7902
20170900,서귀포시,중문동,8416,871,7439
20171000,서귀포시,중문동,8380,951,7866
20171100,서귀포시,중문동,8507,899,6276
20171200,서귀포시,중문동,8648,848,5990
20180100,서귀포시,중문동,8783,766,6387
20180200,서귀포시,중문동,8760,677,5628
20180300,서귀포시,중문동,8417,661,6037
20180400,서귀포시,중문동,8547,928,6592
20180500,서귀포시,중문동,8617,987,6735
20180600,서귀포시,중문동,8705,1004,6541
20180700,서귀포시,중문동,8828,998,6970
20180800,서귀포시,중문동,9541,896,7512
20180900,서귀포시,중문동,9622,754,6469
20181000,서귀포시,중문동,9637,963,6746
20181100,서귀포시,중문동,9900,1019,6533
20181200,서귀포시,중문동,10113,968,5966
20190100,서귀포시,중문동,10029,805,6791
20190200,서귀포시,중문동,10151,670,6555
20190300,서귀포시,중문동,10074,718,6578
20190400,서귀포시,중문동,10347,954,6808
20190500,서귀포시,중문동,10660,813,7138
20190600,서귀포시,중문동,10888,860,6508
20190700,서귀포시,중문동,11199,780,6779
20190800,서귀포시,중문동,11442,736,7498
20190900,서귀포시,중문동,11209,728,6050
20191000,서귀포시,중문동,11138,823,7134
20191100,서귀포시,중문동,11542,887,6860
20191200,서귀포시,중문동,11958,933,6775
20170100,서귀포시,예래동,3400,1223,9453
20170200,서귀포시,예래동,3394,1261,9197
20170300,서귀포시,예래동,3249,1245,8480
20170400,서귀포시,예래동,3380,1302,10211
20170500,서귀포시,예래동,3348,1265,10976
20170600,서귀포시,예래동,3266,1266,10242
20170700,서귀포시,예래동,3306,1302,11540
20170800,서귀포시,예래동,3778,1335,11886
20170900,서귀포시,예래동,3335,1219,9163
20171000,서귀포시,예래동,3279,1065,10167
20171100,서귀포시,예래동,3288,1201,9261
20171200,서귀포시,예래동,3427,1178,9052
20180100,서귀포시,예래동,3480,1142,9995
20180200,서귀포시,예래동,3497,1086,9004
20180300,서귀포시,예래동,3319,1075,8563
20180400,서귀포시,예래동,3397,1171,10514
20180500,서귀포시,예래동,3471,1236,10866
20180600,서귀포시,예래동,3568,1232,10327
20180700,서귀포시,예래동,3648,1206,10821
20180800,서귀포시,예래동,3988,1254,10934
20180900,서귀포시,예래동,3691,1065,9060
20181000,서귀포시,예래동,3722,1043,8848
20181100,서귀포시,예래동,3644,1094,8220
20181200,서귀포시,예래동,3701,1088,8649
20190100,서귀포시,예래동,3816,1051,9485
20190200,서귀포시,예래동,3773,1023,9874
20190300,서귀포시,예래동,3695,1013,8027
20190400,서귀포시,예래동,3526,1020,8577
20190500,서귀포시,예래동,3434,1108,9176
20190600,서귀포시,예래동,3501,1053,8616
20190700,서귀포시,예래동,3590,969,9439
20190800,서귀포시,예래동,3838,1078,9990
20190900,서귀포시,예래동,3629,969,7551
20191000,서귀포시,예래동,3661,941,8519
20191100,서귀포시,예래동,3595,962,7891
20191200,서귀포시,예래동,3639,916,8302
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
